word,POS,signal,biasType,biasValue,derogatory,colloquial,forms,,
напълно,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
безотговорен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
смекчаващо вината обстоятелство,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
победен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
меланхолия,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
удобен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
оплешивявам,V,TRUE,appearance,negative,FALSE,FALSE,FALSE,0,0
хубост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
нецелесъобразност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
индуистка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
нерешимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
комфортен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
анизотропен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
трефе,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
мръсотия,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
конвулсивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
клетва,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
ужасяващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
нелегален,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
импозантно,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
обещаващ,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
ферментируем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
осакатя,V,TRUE,disability,negative,FALSE,FALSE,FALSE,0,0
трънлив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
побожна,A,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
амилоидоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
с добро,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
разбиращ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
невидимост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
отравяне,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
унизителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неподатлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
талантлив,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0
остър респираторен дистрес синдром,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
просветен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
грим,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
стационарен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
верноподаник,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
грип,N,TRUE,disability,,FALSE,FALSE,FALSE,0.625,0.125
женствен,A,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
мошеник,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0.625
негодник,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
рудиментарен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
морбиден,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
несекретен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
вродена афибриногенемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
конфликтен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
даровит,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
неспособен човек,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
остеит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
красавец,N,FALSE,appearance,positive,TRUE,FALSE,FALSE,0,0
неблагоприятен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
антитеза,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
подхлъзване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безбожна,A,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
недемократичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
опасявам се,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нетрудоспособен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неустрашимост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
пищен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
подвеждащ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
раздразнителност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
отсрочване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
фиктивен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
фарисей,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
безплътен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
генерализиран неконвулсивен припадък,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
съответстващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
въртящ се,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
стар,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0.75
съучастник,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
разглезен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
забавен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
поразявам,V,FALSE,,,FALSE,FALSE,FALSE,0,0.875
огорчавам,V,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
министър,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
карпалентунел,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
фаталистки,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
тежко положение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
отслабване,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
хипоактивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
жертва,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
небоядисан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
разчорлен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
бащинство,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
неграматически,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
млад,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
китност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
македонец,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
инвалидизъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
разпечатан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
елегантност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
свирепост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
родина,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
уравновесеност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
хепатит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
благ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
непорочен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
проклет,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
укорим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
непретенциозен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
народност,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
неслучаен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
доста,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
търговски,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
превъзнасям,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
кротост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
естетичен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
правилност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
крушение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нереализуем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
имигрирам,V,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
повсеместност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
лъжовен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
артериит на Такаясу,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
коварен,A,FALSE,,negative,TRUE,FALSE,FALSE,0.25,0.75
биполярно афективно разстройство,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
прост,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
нашенец,N,FALSE,race_ethnicity,positive,FALSE,FALSE,FALSE,0,0
популярност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
технически нокаут,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
самосъжаление,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
граждански отряд,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
зловещ,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
контактен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
стегнат,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
майка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
фиксиран фагоцит,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безперспективен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
самонадеян,A,FALSE,,negative,TRUE,FALSE,FALSE,0.75,0
авгиеви обори,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
ламблиаза,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хипобеталипопротеинемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
подигравам се,V,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
респект,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
неуместност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
синергично,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хрисимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
тендинит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
отчетлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
отрепка,N,FALSE,appearance,,TRUE,TRUE,FALSE,0,0
секси,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
какофоничен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
трезвен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
умиротворителен,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
ненаучно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.625
възпитан,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
приятелка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
незаинтересованост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
игривост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
покрит с рани,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нодозен периартериит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
способен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
едновалентен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нажежен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
съчувствие,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
измамлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
непубликуем,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
ненавременен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
благочестие,N,FALSE,religion,positive,FALSE,FALSE,FALSE,0,0
немаркиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
благочестив,A,TRUE,religion,positive,FALSE,FALSE,FALSE,0.625,0
плевродиния,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
херцогски,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
оживено,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
менингит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
епилептичен гърч,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
въшки,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неблагодатен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
нисшестоящ,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
алголания,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
закрит,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
златен стандарт,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
католик,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
погрешност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
алгидност,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
натравяне с паракват,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
кератодерма бленорагика,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
обобщен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
комплиментирам,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
печално известен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
обратен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.125
нечестно,Adv,FALSE,,negative,FALSE,FALSE,FALSE,0,0
очуждаващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
ядосаност,N,FALSE,,,FALSE,FALSE,FALSE,0,1
богохулнически,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
просташки,A,FALSE,,negative,TRUE,TRUE,FALSE,0.25,0.625
горделив,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
ефирен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
некомпресируем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нечуващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
разсърдвам,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
подиграя,V,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
депигментация,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
желан,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
поличбен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.375
дивашки,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
нечистоплътен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
бактериологична война,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
резервиран,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
хлабавост,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
високо,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
силен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.125,0.875
бедняшки,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
съчувствен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.125,0.625
мъдро,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
лош,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
конгениален,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
неблагозвучен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
харесвам ,V,FALSE,,,FALSE,FALSE,FALSE,0.625,0
американец,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
надзъртане,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
користолюбив,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
неподкупен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
мимически,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
искан,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неприсъстващ,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
разпуснатост,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
вял,A,FALSE,,negative,FALSE,FALSE,FALSE,0.25,0.625
анаероб,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
добри обноски,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
потвърдим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
ръководно решение на съдия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
елегантно,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
вълнист,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
завист,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неприличен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
романтизъм,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
благоприятен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
възраст,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
нечестие,N,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
пълен,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0.875,0
достопочтеност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
злоупотребяване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
болест на Шпилмайер-Фогт,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
опърничав,A,FALSE,,negative,TRUE,FALSE,FALSE,0.25,0.75
нечестив,A,FALSE,religion,negative,TRUE,FALSE,FALSE,0,0.75
захарна болест,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
неблагозвучие,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нараняващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
боя се,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
грабвам,V,FALSE,,negative,FALSE,FALSE,FALSE,0,0
измамнически,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
батко,N,FALSE,gender,positive,FALSE,FALSE,TRUE,0,0
прилежен,A,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0
подозрение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изящество,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
вяла парализа,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
духовитост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
неумолим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
буен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
грък,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
миопатия,N,TRUE,disability,,FALSE,FALSE,FALSE,0.125,0.75
неимоверен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
бременност,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
бронхитен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неплавателен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
целомъдрен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
разумно,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
санитаризация,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
явен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
значим,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
асимилиращ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
покварен,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
национален,A,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
халюцинация,N,TRUE,disability,,FALSE,FALSE,FALSE,0.125,0.625
безразличен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
изнервящ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хипертрофна кардиомиопатия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
свободна жена,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
несъстоятелен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
будистка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
трогателен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
строг,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
ерготизъм,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
непреметен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
несъбираем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
як,A,FALSE,,positive,FALSE,FALSE,TRUE,0,0
несъответствие,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
стилно,Adv,FALSE,,positive,FALSE,FALSE,FALSE,0,0
македонка,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
чуждоземец,N,FALSE,race_ethnicity,negative,FALSE,FALSE,FALSE,0,0
затвореност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
луд,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
лошотия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
Синдром на Титце,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
оригиналност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
оптимистичен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
гладен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
изчерпателен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
фея,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
аматьор,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
женски,A,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
негранулиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
удовлетворен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
"човек, който се присъединява към група",N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
съчувстващ,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
прекомерен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неинвазивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неразумност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
безнадежден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
домакин,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
поверителен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
отстраним,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
мръщене,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
невеж,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
немота,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
плачлив,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
прокълнат,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
неуправляем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
стрелкам се,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нецивилизован,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нацист,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
дефектен,A,TRUE,disability,negative,FALSE,FALSE,FALSE,0,0
смутен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
горчив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
морален,A,FALSE,,positive,FALSE,FALSE,FALSE,0.625,0.125
агонизиращ,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
всеобхватност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
матов,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
астматичен статус,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
лукавство,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
антибактериален,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
прашасал,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
покоряващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
публикуем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хаджийка,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
нечестен,A,FALSE,,negative,TRUE,FALSE,FALSE,0.25,0.75
телосложение,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
непризнат,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
грубиянски,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неординарен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
младолик,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
велик,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
дистимия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
достижим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
Откровение на свети Йоан Богослов,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безхарактерност,N,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
аутизъм,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
неудачност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
разгулен,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
незаинтересуван,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нечувствителен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0.75
тщеславен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
безпристрастно разглеждане на дело,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непобедим,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
недодялан,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
надсмивам се,V,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
фин,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.125
богохулен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
малка операция,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
патриарх,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
изтощителност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
необременен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
стон,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
генерализиран неконвулсивен гърч,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непроницаем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
отмъстителен,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
чудо,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
шовинист,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
гръмовен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
загниване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
болка,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
недостатъчност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
страдащ от алгофобия,A,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
учител,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
въздържан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
вдовица,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
осъществим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
педераст,N,FALSE,gender,negative,TRUE,TRUE,FALSE,0,0
правоспособен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
недохранен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
унищожен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
преинвазивен рак,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
метрорагия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
осаждя,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
мизерен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
непроменливост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
частна фондация,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
